Department,NO,Name,Credit,Description
PSAA,669,Legal Environment of Nonprofit Management,3,"Laws, policies, and ideals affecting the creation and governance of nonprofit organizations; includes medical, education, cultural, social, religious, and advocacy organizations; considers these organizations' contributions to society, how they cooperate with or rival for-profit entities, and how they should be governed. Prerequisite: Graduate classification."
PSAA,670,Public Information Systems Management,3,"Introduction to information systems for future public managers, management and public policy issues regarding information systems, and current policy issues related to information and communications technology. Prerequisite: Graduate classification."
PSAA,671,Science and Technology Policy,3,"An overview of the role of science and technology in the public policy process; explores the impact of public policy on science and technology. These two perspectives are radically distinct, yet intertwined in the broader process of public policy making in the United States. Prerequisite: Graduate classification."
PSAA,674,Political Economy of International Development,3,"Examines aspects of international development and underdevelopment, including lack of sustained economic growth and the prevalence of income inequality; designed to provide leaders in public service areas with basic knowledge of development and development assistance in cross-national and regional perspectives and the tools to analyze information in the future. Prerequisite: Graduate classification."
PSAA,675,Public Service and Administration Capstone Seminar,3,"Provides a capstone experience for students as they operate in teams to address an important policy and administrative issue; draws on the coursework and experiences of their Bush School education to develop specific recommendations for design, implementation and evaluation of this project task. For MPSA majors only. Prerequisites: For MPSA majors only; graduate classification; approval of MPSA director."
PSAA,676,Public Service and Administration Capstone Seminar II,3,"Provides a capstone experience as they operate in teams to address an important policy and administrative issue; draws on the coursework and experiences of their Bush School education to develop specific recommendations for design, implementation and evaluation of this project task. Continuation of BUSH 675. Prerequisites: BUSH 675; approval of MPSA director."
PSAA,684,Professional Internship,6,Directed internship in a public or private organization to provide on-the-job training with professionals in organizational settings appropriate to the student's professional objectives. Prerequisites: Graduate classification and approval of MPSA or MPIA director.
PSAA,685,Directed Studies,4,Directed individual instruction in selected problems in government and public service. Prerequisites: Graduate classification and approval of MPSA or MPIA director.
PSAA,689,Special Topics in...,4,Selected topics in an identified area of government and public service. May be repeated for credit. Prerequisites: Graduate classification and approval of MPSA or MPIA director.
PSAA,691,Research,3,Research for thesis or dissertation.
PSYC,107,Introduction to Psychology,3,(PSYC 2301) Introduction to Psychology.   Introductory course dealing with elementary principles of human behavior.
PSYC,203,Elementary Statistics for Psychology,4,(PSYC 2317)Elementary Statistics for Psychology.   Practical knowledge of statistics up through analysis of variance. Practice sessions devoted to numerical problems. Will not satisfy mathematics requirement in College of Liberal Arts curricula. Prerequisites: PSYC 107; MATH 166 or equivalent; major in psychology.
PSYC,204,Experimental Psychology,4,Research techniques in psychology with emphasis on the experimental method. Laboratory exercises applied to specific problems in psychology. Prerequisites: PSYC 107 and 203; major in psychology.
PSYC,206,Black Psychology,3,"Critical examination of psychological experience, theories, and methods from perspectives grounded in the ""Black experience."" Cross Listing: AFST 206/PSYC 206."
PSYC,208,"Stereotypes, Prejudice, and Minority Experience",3,"Overview of theory and research relating to stereotyping, prejudice, discrimination, and minority experiences from a social psychological perspective. Prerequisite: PSYC 107. Cross Listing: AFST 208/PSYC 208."
PSYC,209,Psychology of Culture and Diversity,3,"Introduction to various issues surrounding an increasingly interconnected and globalized world by critically examining the dynamic relationship between psychological processes and diverse (e.g., motivation, memory, self, prejudice) socio-cultural contexts. Prerequisite: PSYC 107. Cross Listing: AFST 209/PSYC 209."
PSYC,210,Psychological Aspects of Human Sexuality,3,"Interface between human sexuality, reproductive development, and gender roles across the lifespan; theoretical and research literature promotes understanding of hormonal influences, learning processes, cultural differences, sexual response, and love and attraction. Prerequisite: PSYC 107. Cross Listing: WGST 210."
PSYC,251,Survey of Industrial/Organizational Psychology,3,"Literature and research in the basic theories and practices of I/O psychology including selection, testing, job analysis, performance appraisal, training, employee motivation, job satisfaction, leadership, and group processes within organizations. Students may not receive credit for both PSYC 251 and PSYC 352 or PSYC 251 and PSYC 353."
PSYC,285,N/A,3,Directed Studies.   Directed readings or research problems in selected areas designed to supplement existing course offerings. Individual report required. Prerequisites: 12 hours of psychology including completion of PSYC 204; GPR of 2.5 or better in all psychology courses; approval of instructor; major in psychology.
PSYC,289,Special Topics in...,4,Selected topics in an identified area of psychology. May be repeated for credit. Prerequisite: PSYC 107.
PSYC,291,N/A,3,Research.   Research conducted under the supervision of a chosen faculty member in the department of psychology; involves discussion and weekly presentation of student research projects. May be repeated for credit. Prerequisites: PSYC 284 or PSYC 285; freshman or sophomore classification.
PSYC,300,Psychology of Women,3,Theoretical and research literature relevant to psychological assumptions about the female personality. How these assumptions are being questioned or verified by recent experimental studies. Prerequisite: PSYC 107. Cross Listing: WGST 300/PSYC 300.
PSYC,303,Psychology of Women of Color,3,"Interdisciplinary theories to study the unique yet intersectional experiences of women from different racial groups, ethnicities, nationalities and cultural backgrounds; scholarly research from the diversity science field; contemporary topics that have developed in a global context; examination of complex issues, which affect women of color across the lifespan. Prerequisite: Grade of C or better in AFST 201 or PSYC 107 or WGST 200, or approval of instructor. Cross Listing: AFST 303 and WGST 303."
PSYC,304,Psychology of Sport and Physical Activity,3,"The relationship of psychology to sport; topics include history, application of learning principles, social psychology, personality variables, psychological assessment, youth sport, women in sport, the psychology of coaching, sports law and ethics. Prerequisite: Junior or senior classification."
PSYC,305,Psychology of Adjustment,3,"Adjustment problems of normal people; application of psychological principles to family, school and community life."
PSYC,306,Abnormal Psychology,3,"Survey of behavior pathology; functional and organic psychoses, psychoneurosis, character disorders, psychophysiological disorders, alcohol and drug addiction and mental retardation; therapeutic and diagnostic methods. Prerequisites: PSYC 107; PSYC 203 and PSYC 204 or junior or senior classification."
PSYC,307,Developmental Psychology,3,Growth and development of normal child from infancy to adolescence with emphasis on elementary school years. Prerequisites: PSYC 107; PSYC 203 and PSYC 204 or junior or senior classification.
PSYC,311,Psychology of Animal Behavior,3,"Survey of problems, principles, and methods of animal psychology; animal learning, motivation, discriminative processes and abnormal, social and instinctual behaviors. Prerequisites: PSYC 107; PSYC 203 and PSYC 204 or junior or senior classification. Cross Listing: NRSC 311/PSYC 311."
PSYC,315,Social Psychology,3,Social psychological variables operating on the individual; results of experimental laboratory findings; interaction of personality and social behavior. Prerequisites: PSYC 107; PSYC 203 and PSYC 204 or junior or senior classification.
PSYC,319,History and Systems of Psychology,3,"Historical analysis of pre-scientific psychology in philosophy and physiology through the period of the psychological ""schools."" Prerequisite: PSYC 107."
PSYC,320,Sensation-Perception,3,"Review of sensory physiology, sensory and perceptual phenomena and the major perceptual theories; current research in the field. Prerequisites: PSYC 107; PSYC 203 and PSYC 204 or junior or senior classification. Cross Listing: NRSC 320/PSYC 320."
PSYC,323,Psychology of Adolescence,3,Psychological problems of normal teenage individual; ways and means of aiding youth to meet these problems constructively. Prerequisites: PSYC 107; PSYC 203 and PSYC 204 or junior or senior classification.
PSYC,330,Personality,3,"Review of personality theories, techniques of assessment and research relevant to understanding individual differences. Prerequisites: PSYC 107; PSYC 203 and PSYC 204 or junior or senior classification."
PSYC,331,Social Neuroscience,3,"Integration of biological and psychological explanations of social behavior; recent research and theories in social neuroscience; emotion, motivation, aggression, face processing, empathy, social cognition, and social relationships. Prerequisites: PSYC 107 or approval of instructor; junior or senior classification. Cross Listing: NRSC 331/PSYC 331."
PSYC,332,Neuroscience of Learning and Memory,3,"Brain mechanisms of learning and memory from molecular to behavioral levels; synaptic plasticity, model systems, multiple memory systems, diseases of learning and memory. Prerequisites: PSYC 107 or approval of instructor; junior or senior classification. Cross Listing: NRSC 332/PSYC 332."
PSYC,333,Biology of Psychological Disorders,3,"Neurobiology and clinical explanation of molecular mechanisms underlying psychiatric disorders and their drug treatments; depression and bipolar, anxiety disorders, mood disorders, psychosis and schizophrenia. Prerequisites: PSYC 107, PSYC 335/NRSC 335 or one year of biology and junior or senior classification. Cross Listing: NRSC 333/PSYC 333."
PSYC,335,Physiological Psychology,3,"Physiological bases of sensation, motor functions, emotion, motivation and complex psychological processes. Prerequisites: 6 hours of biology; PSYC 203 and PSYC 204 or junior or senior classification. Cross Listing: NRSC 335/PSYC 335."
PSYC,336,Drugs and Behavior,3,"Physiological, pharmacological and behavioral effects of psychoactive drugs, including short-term and long-term effects of psychoactive drugs, properties of addictive drugs, etiology of addiction, and treatments of drug addiction and withdrawal. Prerequisites: PSYC 335/NRSC 335 or NRSC 335/PSYC 335; junior or senior classification. Cross Listing: NRSC 336/PSYC 336."
PSYC,340,Psychology of Learning,3,"Survey of significant concepts, experimental methods and principles of learning. Prerequisites: PSYC 107 or INST 301; PSYC 203 and PSYC 204 or junior or senior classification. Cross Listing: NRSC 340/PSYC 340."
PSYC,345,Human Cognitive Processes,3,"Human cognition and information processing: perception, attention, memory, reasoning and problem solving; experimental methods and data, and contemporary theories of human cognition. Prerequisites: PSYC 107; PSYC 203 and PSYC 204; or junior or senior classification."
PSYC,346,Psychology of Language,3,"Examines theories of how language is acquired, comprehended, produced, stored and used in normal and brain-impaired individuals. Prerequisites: PSYC 107; or junior or senior classification."
PSYC,350,Science of Mind and Brain,3,"Research in cognitive neuroscience; methodological advances that enable the study of the human brain safely in the laboratory; complex aspects of the mind like emotion, social behavior and consciousness. Prerequisite: Junior or senior classification. Cross Listing: NRSC 350/PSYC 350."
PSYC,352,Organizational Psychology,3,"Literature and research in basic theories and practices of organizational psychology including employee motivation, leadership, job satisfaction, counterproductive work behaviors, organizational commitment, culture, climate, communication, and group processes within organizations. Prerequisites: PSYC 203 and PSYC 204."
PSYC,353,Personnel Psychology,3,"Literature and research in basic theories and practices of personnel psychology including job analysis, testing and validation, selection, performance appraisal, training, and legal issues in employment decision making. Prerequisites: PSYC 203 and PSYC 204."
PSYC,354,Conflict and Negotiation,3,"Examination of the field of conflict and negotiation, including the structure and causes of common interpersonal, intragroup, and intergroup conflicts, effective negotiation strategies, ethics, mediation, and the development of negotiating skills. Prerequisite: PSYC 107."
PSYC,360,Health Psychology and Behavioral Medicine,3,"Survey of health psychology emphasizing behavioral and lifestyle factors in health and illness, prevention and modification of health-compromising behaviors, health care utilization, and psychological management of chronic disorders and psychological management of chronic disorders and terminal illnesses. Prerequisite: PSYC 107. Cross Listing: NRSC 360/PSYC 360."
PSYC,365,Psychology of Aging,3,"Examination of the psychological aspects of the aging process including physiology and health, memory and intellectual functioning, personality and social relationships, emotional health and late life transition. Prerequisite: PSYC 107."
PSYC,371,Forensic Psychology,3,"Interface between psychology and the legal system; role of psychological theories and data, as well as mental health expertise, in the resolution of criminal trials and civil disputes; legal system's impact on the practice of psychology. Prerequisite: PSYC 203 and PSYC 204 or junior or senior classification."
PSYC,407,Behavioral Disorders of Children,3,"Behavior problems related to childhood; psychological aspects of mental retardation, emotional disturbance, physical handicaps and other disorders; causative factors, preventative and therapeutic methods explored; where feasible, practical experience included as requirement. Prerequisites: PSYC 306; PSYC 307 or equivalent."
PSYC,411,Psychology of Self,3,Brief review of Freud's psychology and an in-depth coverage of Jung's psychology. Prerequisite: PSYC 306 or PSYC 330 or approval of instructor.
PSYC,414,Behavior Principles,3,"Behavioral analysis of humans' complex interactions with their environments: how behavioral repertories are constructed during maturation process; how existent behaviors are strengthened, weakened or eliminated; and how features of environment exercise control over behavioral components within a repertory. Prerequisites: 9 hours of psychology; PSYC 203 and PSYC 204 or junior or senior classification."
PSYC,450,Clinical Psychology,3,"Analysis of the field of clinical psychology with a particular focus on the theoretical and scientific bases for the practice of clinical psychology.  Prerequisites: PSYC majors only; grade of C or better in PSYC 203, PSYC 204 and PSYC 306."
PSYC,470,Psychological Testing and Measurement,3,Theories and techniques of measurement of psychological concepts; a range of measurement models and procedures; critical tasks of evaluating strategies for measuring psychological concepts and drawing inferences and interpretations from commonly used psychological assessments. Prerequisites: PSYC 203; junior or senior classification or approval of instructor.
PSYC,484,Field Experiences,6,"Participation in an approved mental health, mental retardation, school, industrial or other approved setting; field experiences supervised by an appropriate professor within an area of student interest; course requirements vary with the setting, the supervising professor and the needs of the individual student. May be repeated for credit. Prerequisites: PSYC 203 and PSYC 204; 12 hours of psychology; GPR of 2.5 or better in all psychology courses; approval of instructor; major in psychology."
PSYC,485,Directed Studies,3,Directed readings or research problems in selected areas designed to supplement existing course offerings. May be repeated for credit. Prerequisite: Approval of instructor.
PSYC,489,Special Topics in...,4,Selected topics in an identified area of psychology. May be repeated for credit. Prerequisites: PSYC 107 and approval of instructor.
PSYC,491,Research,3,Research conducted under the supervision of a chosen faculty member in the department of psychology; involves discussion and presentation of student research projects. May be repeated for credit. Prerequisites: PSYC 484 or PSYC 485; approval of instructor.
PSYC,602,N/A,3,N/A
PSYC,603,Motivation and Cognitive Processes,3,"Selected topics in areas of motivation and higher mental processes; symbolic processes in perceptual organization; learning and remembering, reasoning and creativity."
PSYC,605,Memory and Consciousness,3,Research on consciousness and memory; all levels of conscious awareness associated with memory retrieval from detailed personal experiences of remembering to unaware uses of memory; implicit and explicit memory; automatic and controlled processes; metacognitive explorations of consciousness. Prerequisite: Graduate classification or approval of instructor.
PSYC,606,Learning,3,"Procedural and theoretical issues in study of basic learning mechanisms in animals and humans, including Pavlovian and instrumental conditioning. Application of this work to other domains and relevant biological mechanisms also discussed. Prerequisite: PSYC 340/NRSC 340 or approval of instructor. Cross Listing: NRSC 606/PSYC 606."
PSYC,607,Experimental Psychology,3,Experimental methods; developing a general frame of reference for approaching experimental research problems.
PSYC,608,Introduction to Clinical Ethics and Techniques,3,Ethical and legal issues in clinical practice; development of listening and interpretation skills; supervised practicum in interviewing non-clinical subjects; structured role-play of clinical situations. Prerequisite: Approval of instructor.
PSYC,609,Physiological Psychology,3,"Current research and methodological procedures on physiological bases of sensation-perception, memory and learning, arousal-sleep-attention, emotions and motivation. Prerequisite: PSYC 335/NRSC 335. Cross Listing: NRSC 609/PSYC 609."
PSYC,610,Organizational Psychology,3,"Current literature and research in employee motivation, satisfaction, leadership, communication, group conflict and other group processes."
PSYC,611,Personnel Psychology,3,"Application of psychological principles and research methods to the areas of selection, placement, job analysis, performance appraisal and training. Prerequisites: PSYC 351 or equivalent and graduate classification or approval of instructor."
PSYC,613,Practicum in Psychological Assessment,4,"Application of psychological assessment across the life-span; assessment of cognitive, intellectual, academic, and memory abilities and adaptive behavior; assessment of personality, behavioral style, and systems/environment; integration of assessment measures in comprehensive psychological evaluations; attendance required at Practicum Seminar designed to integrate research, coursework, and applied training and supervisory instruction from a faculty supervisor; at least 3 credits and no more than 18 credits applied to degree plan. Prerequisites: PSYC 623 and PSYC 624, or approval of instructor."
PSYC,614,Practicum in Psychology,6,"Practical on-the-job experience for graduate students. Activities will be guided by psychologists in the following areas: behavior modification, social, clinical, experimental and industrial. Supervision will be provided by members of University staff. May be taken more than once but not to exceed 18 hours of credit toward a graduate degree. Prerequisite: Approval of instructor."
PSYC,615,Perceptual Processes,3,"Complex sensory and perceptual phenomena with emphasis on the relationship between perception and motivation, cognition, creativity and instinctive/ethological; learning/experiential factors in higher level perceptual processes. Cross Listing: NRSC 615/PSYC 615."
PSYC,616,Treatment of Problem Behavior in Children and Families,3,"Current methods of treating families with children displaying aggressive, hyperactive, underachieving and other problem behaviors in natural settings; behavior of children and adolescents at home, school and at play. Prerequisite: Approval of instructor."
PSYC,617,Analytical Psychology,3,Survey emphasizing Jungian psychology but including coverage of Freudian psychology; application of analytical principles and concepts to a variety of clinical issues and situations. Prerequisite: Approval of instructor.
PSYC,618,Psychology of Persuasion,3,Theory and scientific evidence regarding strategies and tactics of persuasion; explores theoretical controversies and presents potential integrations.
PSYC,619,History and Systems of Psychology,3,"Historical examination of scientific psychology's antecedents in philosophy and physiology; early systems of psychology including structuralism, functionalism, behaviorism, Gestalt psychology and psychoanalysis. Prerequisite: Graduate classification."
PSYC,620,Theories of Social Psychology,3,"Current theories of social psychology and a review of related studies to these theories; theories of attitude change, prosocial behavior, aggression, equity, coalition formation, social learning and S-R theory applied to social behavior. Prerequisite: PSYC 315 or SOCI 411."
PSYC,621,Seminar in Social Psychology,3,Attitudes and persuasion; small group interaction and performance; prosocial behavior; aggression; self concept; applied social problems; gender differences in social interaction; and social cognition. May be repeated up to three times for credit. Prerequisite: Approval of instructor.
PSYC,622,Affective Science,3,Overview of theories and approaches in the interdisciplinary field of affective science; historical and contemporary approaches focused on emotional and affective processes. Prerequisite: Graduate classification or approval of instructor.
PSYC,623,Psychological Assessment I,3,"Principles of psychological testing; uses and critical evaluation of tests of achievement, intelligence, aptitude and personality."
PSYC,624,Psychological Assessment II,3,"Theory and application of psychological assessment of children, adolescents, and adults; assessment of cognitive, intellectual, academic, and memory abilities and adaptive behavior; integration of assessment measures in comprehensive psychological evaluations. Prerequisite: PSYC 623 or approval of instructor."
PSYC,626,Psychopathology,3,"Various symptom categories in psychopathology including differing theoretical conceptualizations of these symptom categories, and theories and research concerning etiology and treatment."
PSYC,627,Psychological Assessment of Children and Adolescents,3,"Theory and application of psychological assessment of toddlers, children, and adolescents; assessment of cognitive, intellectual, academic, and memory abilities and adaptive behavior; assessment of personality, behavioral style, family functioning, and child-focused systems; integration of assessment measures in comprehensive psychological evaluations. Prerequisite: PSYC 624 or approval of instructor."
PSYC,628,Behavior Disorders in Children,3,Different systems of classification including research and theory about the origins and anticipated outcomes of various emotional disorders; families of disturbed children; major treatment approaches and community resources for intervention. Prerequisites: PSYC 407 or equivalent and graduate classification or approval of instructor.
PSYC,629,Seminar in Clinical/Community Psychology,3,"Assessment and treatment of specific clinical disorders such as depression, sexual dysfunctions and deviations, anxiety-based disorders, autism, marital distress and psychophysiological disorders. May be repeated up to three times for credit. Prerequisites: PSYC 608 and PSYC 626; PSYC 623 or equivalent."
PSYC,630,Health Psychology and Behavioral Medicine,3,"Theory, research and practice of health psychology emphasizing the prevention and modification of health compromising behaviors; psychological management of stress, pain and chronic/terminal illness; effective interventions for specific health behaviors/disorders. Prerequisite: Graduate classification."
PSYC,633,Gender and Minority Issues in Clinical Psychology,3,"Human behavior and mental health as a function of culture, gender and sexual orientation; discussion of absolutist, relativist and universalist perspectives in cross-cultural psychology; psychology of stereotype and prejudice; adjustment through acculturation and biculturalism; learning about our own and other cultures."
PSYC,634,Principles of Human Development,3,"Biological, psychological and cultural interrelationships in human development; principles and methods as illustrated in research and theoretical contributions; experiences in procedures of child study. Prerequisite: Graduate classification."
PSYC,635,Behavioral and Cellular Research Seminar,2,"Expose graduate students to neuroscience research, theory, and proposal development; research presentations by guest speakers, faculty, and graduate students; Discussions, readings and presentations on issues related to research design, statistics, methodology, ethics, IACUC, grant writing, presentation skills, job talks, and other relevant topics. May be taken four times for credit. Prerequisite: Graduate classification."
PSYC,636,Seminar in Developmental Psychology,3,Cognitive development; social and emotional development; developmental abnormalities in connection with social/emotional and cognitive development; language acquisition; family processes; and development during infancy; recent developments in these fields. Topics will vary from semester to semester; may be repeated for credit up to three times as topics change. Prerequisite: Graduate classification.
PSYC,637,Clinical Interventions I,3,"Theory, research and techniques related to evidence-based behavioral and cognitive-behavioral approaches to clinical interventions; ethical, professional, multicultural and history/systems issues in therapeutic psychological interventions. Prerequisite: Enrollment in Clinical Psychology Graduate Program or approval of instructor."
PSYC,638,Clinical Interventions II,3,"Theory, research, and techniques related to evidence-based interpersonal, psychodynamic, group therapy, and family therapy approaches to clinical interventions; ethical, professional, multicultural, and history/systems issues in therapeutic psychological interventions. Prerequisite: Enrollment in Clinical Psychology Graduate Program or approval of instructor."
PSYC,639,Pediatric Psychology,3,"Application of clinical/counseling/school psychology to children and adolescents with chronic illnesses or disabilities and their families; theoretical foundations and models for consultation, assessment and intervention strategies; unique ethical and professional issues associated with research and service delivery in child health psychology/pediatric behavioral medicine. Prerequisite: Approval of instructor."
PSYC,640,Personality Psychology,3,"Research on personality structure, process and development covering all levels of individuality from traits to goals/motives to narrative identities; research methods including factor analysis; connections between personality research and other major areas of psychology including developmental, clinical, organizational and social. Prerequisite: Graduate classification or approval of instructor."
PSYC,649,Seminar in Behavioral Neuroscience,3,"Behavioral neuroscience; including behavioral pharmacology, neuropharmacology, methods and techniques, drug reinforcement, behavioral toxicology, pain perception and ingestive behavior. May be repeated up to three times for credit. Prerequisites: PSYC 606/NRSC 606 or equivalent; PSYC 609/NRSC 609; graduate classification. Cross Listing: NRSC 649/PSYC 649."
PSYC,650,Clinical Psychopharmacology,3,"Survey of topics in clinical psychopharmacology, including pharmacodynamics, major neurotransmitter systems, and therapeutic applications and limitations. Prerequisite: Graduate classification or approval of instructor. Cross Listing: NRSC 650/PSYC 650."
PSYC,670,Professional Seminar in Social Psychology,2,"Survey of recent theoretical, methodological and empirical developments in social psychology; different topics each semester will include theory and research on attitudes and persuasion, social cognition, interpersonal relationships, group processes, social development, and personality and social behavior. May be taken for credit up to eight times. Prerequisite: Enrollment in the psychology PhD program."
PSYC,671,Experimental Design for Behavioral Scientists,3,Intensive practical study of designs of special interest to behavioral scientists; repeated measures designs. Prerequisite: STAT 652 or equivalent. Cross Listing: NRSC 671/PSYC 671.
PSYC,678,Couples Therapy,3,Theory and practice of marital therapy emphasizing systems and communication approaches; effective strategies and techniques; therapy with specific marital problems and obstacles to effective therapy. Prerequisites: CPSY 631; CPSY 639 or equivalent. Cross Listing: CPSY 678/PSYC 678.
PSYC,680,Seminar in Organizational Psychology,3,"Areas of organizational psychology: job stress, socialization processes, motivation, leadership, person perception in organizations, conflict management. May be repeated up to five times for credit; content will vary by semester. Prerequisite: PSYC 610 or approval of instructor."
PSYC,681,Industrial/Organizational Psychology,3,Both research and applied colloquia provided by I/O psychologists and individuals in related disciplines. Prerequisite: Graduate classification.
PSYC,682,Seminar in Personnel Selection and Placement,3,"Personnel selection and placement including job analysis and evaluation, psychological testing, test development, psychometric theory, theories of test fairness, validity generalization, utility theory, performance appraisal and selection/placement decision models. May be repeated up to five times for credit; content will vary by semester. Prerequisite: PSYC 611 or approval of instructor."
PSYC,684,Professional Internship,2,Full-time clinical experience in a departmentally-approved internship training facility. Limited to advanced doctoral students specializing in clinical psychology. May be taken up to 12 hours total.
PSYC,685,Directed Studies,4,Directed individual study of selected problem in psychology or special topics to fit small group requirements. Prerequisite: Approval of instructor.
PSYC,689,Special Topics in...,4,Selected topics in an identified area of psychology. May be repeated for credit. Prerequisite: Graduate classification.
PSYC,690,Cognoscenti: Professional Issues in Cognitive Psychology,2,"Introduce students to current themes in research, theory and practice in cognitive psychology; presentations by guest speakers from within and outside the University. Prerequisite: Graduate enrollment in psychology."
PSYC,691,Research,3,Research for thesis.
PSYC,696,Principles and Methods for Teaching in Psychology,3,Practical issues related to college teaching; reflection on and improvement of teaching skills; developing course objectives and teaching philosophies; improving teaching tools; understanding teaching-learning situations; advising students; ethics in teaching. Prerequisite: Graduate classification or approval of instructor.
PSYC,697,Seminar in the Teaching of Introductory Psychology,3,Introductory methods relevant to teaching psychology; for graduate students assisting in the teaching of PSYC 107. Prerequisite: Graduate classification.
RDNG,291,Research,4,Research conducted under the direction of faculty member in reading. May be repeated two times for credit. Prerequisites: Freshman or sophomore classification and approval of instructor.
RDNG,351,Reading in the Elementary School,3,"Recent trends, issues, materials and procedures considered essential for effective teaching of reading, such as comprehension, word analysis, study skills, motivation, grouping, etc. Prerequisites: Concurrent enrollment in RDNG 361; junior classification or approval of department head."
RDNG,361,Assessment in Reading Instruction,3,"Evaluation and use of commonly used achievement tests, development of criterion referenced tests and interpretation and construction of informal measures for assessing reading skills. Prerequisites: Concurrent enrollment in RDNG 351; junior classification or approval of department head."
RDNG,371,Multicultural and Interdisciplinary Literature for Middle Grades,3,"Focuses on multicultural and interdisciplinary literature appropriate for middle grades students; implements and evaluates effective multicultural, interdisciplinary instruction through selection, use and development of literature in middle grades classroom. Prerequisite: Junior classification. Corequisite: INST 322 recommended."
RDNG,372,Reading and Writing across the Middle Grades Curriculum,3,Acquaints middle-grade educators to reading and writing instruction in content area education; focuses on development of grade-appropriate reading/writing competencies and educational techniques appropriate to student development in various subjects. Prerequisite: Junior classification.
RDNG,460,Language and Reading,3,"Relationship between language and reading, dialect and reading, and linguistics."
RDNG,461,Teaching Reading Through Children's Literature,3,"Use of past and contemporary literature for the motivation of wide leisure reading in the elementary grades. Prerequisites: RDNG 351, RDNG 361."
RDNG,465,Reading in the Middle and Secondary Grades,3,Reading needs of middle and secondary school students with emphasis upon curriculum organization for reading development and assessment of student progress in content area reading.
RDNG,467,Reading and the Language Arts,3,"Recent trends, issues and research on the impact of listening, oral language, process writing, grammar, spelling and handwriting on the development of reading strategies and communicative competence. Application of research in field settings. Prerequisites: RDNG 351 and RDNG 361; admission to teacher education. Must be taken concurrently with TEFB 410, TEFB 412 and TEFB 413."
RDNG,468,Essential Foundations of Language and Literacy for All Learners,3,"Relationship among literacy, language, dialect and linguistics; role of the child, community and school through stages of literacy and second language learning; literacy instructional procedures for all learners including dyslexia. Prerequisites: RDNG 351 or RDNG 372 or SPED 412."
RDNG,470,Reading/Language Arts Methods in Middle Grades Education,3,"Investigate current trends and issues in teaching listening, oral language, process writing, spelling, grammar and handwriting; explores relationships among the development of various language arts and the development of reading strategies and communicational competencies of middle school learners; application of best instructional practices informed by research. Prerequisites: MEFB 352; admission to teacher education; senior classification. Corequisites: RDNG 490; MEFB 450."
RDNG,472,Teaching Writing in Elementary and Middle Grade Classrooms,3,Focuses on effective methods of writing instruction and assessment for the middle grades; reviews and reinforces sound writing practices; exposes students to theory and research in the area of writing instruction. Prerequisite: Junior classification.
RDNG,490,Assessment in Reading Instruction in Middle Grades,3,"Evaluation of middle grades students reading performance; selection, understanding, and implementation of formal and informal evaluation procedures in classroom reading assessment, diagnosis, and instruction. Prerequisites: MEFB 352; admission to teacher education; senior classification. Corequisites: RDNG 470; MEFB 450."
RDNG,491,Research,4,Research conducted under the direction of faculty member in reading. May be repeated 2 times for credit. Prerequisites: Junior or senior classification and approval of instructor.
RDNG,604,Reading Diagnosis,3,Appraisal and diagnosis of reading problems; practicum in administration and interpretation of individual reading inventories. Prerequisite: RDNG 649 or RDNG 674 recommended.
RDNG,610,Elementary Literacy Instruction for Facilitating STEM Learning,3,Evidenced based instruction of literacy skills and strategies facilitating student learning of STEM content and processes; traditional literacy and new literacies. Prerequisite: Graduate classification.
RDNG,612,Children by Literature and Literacy,3,"Children's Literature and Literacy.   Critical selection and evaluation of various children's literature genres; comparative studies of children's literature; development, implementation and evaluation of research in children's literature and literacy; integration of reading and response theory into the study of literature. Prerequisite: Graduate classification."
RDNG,613,Multicultural Children by Literature and Literacy,3,"Multicultural Children's Literature and Literacy.   Analysis and evaluation of Native American, Black and Hispanic children's literature; development, implementation and evaluation of research in multicultural literature and literacy; analysis of issues influencing multicultural literature and literacy. Prerequisites: RDNG 612; graduate classification."
RDNG,614,Reading Research and Trends,3,"Exploration of recent research in reading; identification of trends and patterns in issues attached, research designs employed and consistent findings; generation of new research hypotheses and guidelines for improving current practice. Prerequisites: Doctoral classification or approval of instructor."
RDNG,615,Theories of the Reading Process,3,"Seminar for doctoral students and advanced master's students to study and critique major theories of the reading process that have been influential in the fields of reading, language arts, educational psychology, and related fields. Prerequisite: Doctoral status or approval of instructor."
RDNG,616,Organization and Supervision of Reading Programs,3,"Organization of school reading programs; role of reading supervisor in program implementation, staff development, program evaluation. Coordination of reading services with total curriculum. Prerequisites: Doctoral classification; approval of instructor."
RDNG,620,Literacy and Language,3,"Orthography of different languages and its relation to literacy acquisition and failure to acquire basic literacy skills. This is a seminar course in reading, language arts, bilingual education, psychology, linguistics, and related fields. Prerequisite: Graduate classification."
RDNG,630,"Writing: Development, Assessment and Instruction",3,Examines the nature of writing development and how to assess both formally and informally; includes successful instructional techniques based on empirical evidence. Prerequisite: Graduate classification.
RDNG,642,Clinic Teaching in Reading,3,"Practicum in recognition, diagnosis, remediation and corrective procedures of reading-study problems; demonstration and laboratory analysis of physiological and psychological factors related to reading disabilities. Prerequisite: RDNG 649 or RDNG 674."
RDNG,649,Reading Instruction in High School and College,3,"Basic principles of reading instruction; nature and scope of total reading program; methods, materials and organization of developmental, corrective and speed-reading programs in high school and college."
